index,DateTime,Pred_Normed,Pred_Final
0,2017-06-14 04:00:00,-1.1175704026982833,3.316138043177515
1,2017-06-14 05:00:00,-0.5493573846041513,5.317074358746626
2,2017-06-14 06:00:00,-1.1206442812845756,3.3053135194564773
3,2017-06-14 07:00:00,-0.5629450829445672,5.26922589665836
4,2017-06-14 08:00:00,0.2659754450718655,8.188231858176177
5,2017-06-14 09:00:00,-0.3260110122508013,6.103578456965656
6,2017-06-14 10:00:00,-0.3443752023747766,6.038909796173041
7,2017-06-14 11:00:00,1.332710393209526,11.944690490494548
8,2017-06-14 12:00:00,1.0202742658872943,10.844460869653195
9,2017-06-14 13:00:00,4.0946383334819645,21.6706941910303
10,2017-06-14 14:00:00,2.630878186450246,16.51612936725617
11,2017-06-14 15:00:00,0.9184708811660152,10.485964877745253
12,2017-06-14 16:00:00,0.09634871737163203,7.590899046821401
13,2017-06-14 17:00:00,0.7081660348918429,9.745385920822345
14,2017-06-14 18:00:00,1.5926078946357805,12.85990772834269
15,2017-06-14 19:00:00,0.7647705227133027,9.944716051775776
16,2017-06-14 20:00:00,2.4712896611601396,15.95414562941053
17,2017-06-14 21:00:00,1.8956236307858414,13.926963869867276
18,2017-06-14 22:00:00,0.7615034449841968,9.933211186055026
19,2017-06-14 23:00:00,-0.07081921813431433,7.002224760416457
20,2017-06-15 00:00:00,0.8015356864776603,10.074182904842072
21,2017-06-15 01:00:00,-0.8745554288916291,4.171904227394462
22,2017-06-15 02:00:00,-0.2824941826409304,6.2568209944155795
23,2017-06-15 03:00:00,0.012705149404897781,7.296352024175248
24,2017-06-15 04:00:00,-0.5515225903808427,5.309449685021632
25,2017-06-15 05:00:00,0.010233911030187698,7.287649670566788
26,2017-06-15 06:00:00,-0.2845550504869425,6.249563741970879
27,2017-06-15 07:00:00,-1.1405839572117378,3.2350968570203333
28,2017-06-15 08:00:00,-0.01328938240538588,7.204813461965122
29,2017-06-15 09:00:00,1.379274141479799,12.108662613511928
30,2017-06-15 10:00:00,1.0603136874121468,10.985457872594413
31,2017-06-15 11:00:00,1.5926182472175199,12.859944184488718
32,2017-06-15 12:00:00,0.43855833705993913,8.795974667700598
33,2017-06-15 13:00:00,1.0013474814911227,10.777811058703294
34,2017-06-15 14:00:00,0.15936885730426448,7.8128216050662065
35,2017-06-15 15:00:00,0.1780886869231953,7.878742634175011
36,2017-06-15 16:00:00,-0.08355540847758999,6.957374845035534
37,2017-06-15 17:00:00,0.49941356504815243,9.0102735869374
38,2017-06-15 18:00:00,-0.338853853697201,6.058352974572819
39,2017-06-15 19:00:00,0.5179283216271044,9.075472460657343
40,2017-06-15 20:00:00,-0.3297184435075724,6.0905229063131365
41,2017-06-15 21:00:00,-0.6058676318942857,5.118076091540631
42,2017-06-15 22:00:00,-0.03439679528008452,7.130484666946739
43,2017-06-15 23:00:00,-0.3182038915699923,6.131070877576959
44,2017-06-16 00:00:00,-0.8829978270523251,4.142174706013747
45,2017-06-16 01:00:00,-1.440716776881496,2.178192774840566
46,2017-06-16 02:00:00,-0.021178265757665543,7.17703311782269
47,2017-06-16 03:00:00,-0.3146209259873831,6.143688128015401
48,2017-06-16 04:00:00,-0.6089373865842176,5.107266089933178
49,2017-06-16 05:00:00,-0.616790656161244,5.079611158081506
50,2017-06-16 06:00:00,-1.1848329442009975,3.079276060638496
51,2017-06-16 07:00:00,-1.4612510985472598,2.1058820944650636
52,2017-06-16 08:00:00,-0.607196167272265,5.113397714594546
53,2017-06-16 09:00:00,0.23162298978369372,8.067261248341119
54,2017-06-16 10:00:00,1.0537066145186167,10.96219136571884
55,2017-06-16 11:00:00,0.17506198541324275,7.868084242383909
56,2017-06-16 12:00:00,0.72293675504589,9.797400340454042
57,2017-06-16 13:00:00,1.5551116780406076,12.727866505962076
58,2017-06-16 14:00:00,0.4126666679653766,8.704798331868345
59,2017-06-16 15:00:00,4.079510398966488,21.617421857261714
60,2017-06-16 16:00:00,2.071998100887948,14.54805854937724
61,2017-06-16 17:00:00,1.5054127738839227,12.552854073996595
62,2017-06-16 18:00:00,0.3984338685545566,8.654678175683182
63,2017-06-16 19:00:00,3.5381213560181735,19.71094495090715
64,2017-06-16 20:00:00,4.098270104092774,21.68348330615716
