Pred_Normed,Pred_Final
2.8669966636938904,35.47274237326644
2.914564651209938,35.82480763489522
2.938127613100756,35.999204341084265
3.0473812580439934,36.80782406832968
3.517608636428698,40.28812108405228
3.3824946163935516,39.28810079104865
3.7400808986631437,41.93470651469079
3.372533315231188,39.21437414665976
2.8176966667506584,35.10785797877189
2.769683581549751,34.752498412694806
2.609523010213005,33.5671009133521
2.0774687172794266,29.62920394474088
0.7295143314730005,19.652580205035445
0.7303003140077651,19.658397502785203
0.7876766152223391,20.083057101671667
0.2285881529272905,15.945071955986482
0.8126670248349948,20.26801878615584
0.736671834467417,19.70555507943996
1.2126283572912224,23.228255249914074
0.8642129965410292,20.64952632856496
0.877584985672003,20.748496520446746
1.77577739159953,27.39629393418397
2.3939340099008684,31.971460614851452
2.233509429503309,30.784109103495183
2.513459972475751,32.85610891474353
2.1248256598464885,29.9797071979884
2.134966710056711,30.05476422019789
3.1296526106811533,37.41673957649543
3.0755068327846318,37.015990071278246
3.1680588837327748,37.700996180068245
2.8084432123201926,35.03937032509654
3.0790663715807005,37.04233530938808
3.3609979326642523,39.12899724312676
2.9834665653459846,36.3347718291729
2.4454687893721947,32.35288532009957
2.1381908299350663,30.078626920046453
1.9906316282917202,28.986496021828955
0.9008730062376337,20.92085830158137
0.5767091850460878,18.521622460883094
0.7760465451608972,19.996979386957307
0.6980463163088636,19.419675775602457
0.4827662786370609,17.82632220434176
1.0961602574139842,22.36623912949581
0.8003471619924349,20.17683570355363
0.9541988036329772,21.315538879674392
1.3862084586480832,24.512974805836805
1.7849388437294884,27.464100650622107
1.8834187016962673,28.19298027683171
2.248036044721112,30.89162503709467
2.950288804880477,36.08921305049626
2.360108762119517,31.72110958400781
2.5592120023417313,33.194733716967505
3.1292446355141172,37.41372002718462
3.565232371576758,40.64059895099979
3.071478139943102,36.986172480218784
2.832169055675727,35.214972566951154
2.6711258826750357,34.023042662056795
2.4619819476051186,32.475104267698114
2.1117568578902373,29.882980987354617
1.5023182306005913,25.372338831408165
1.4541858557178933,25.016096365817724
0.48955783332694336,17.876588583131763
0.36980740222097375,16.990278922811147
-0.16788558540175735,13.010648245782859
0.07742275106574376,14.826250464165916
0.3234549263393972,16.647210035507815
-0.2766227262956935,12.205851323384682
0.613166642888431,18.791455285516573
0.5912252492746157,18.629060303375653
0.5876578814824862,18.602657120465327
1.129500693486092,22.613001920218977
1.2655854049637276,23.6202065982367
2.095599341277585,29.763394252439966
1.9672279178687209,28.813277984585362
2.1133879898829315,29.89505349539514
1.5728723050975724,25.894531171127745
1.666120797502866,26.584691856695628
1.702791190180529,26.856100677338635
1.728194278437721,27.044116723012845
1.3773121536849644,24.447130524883924
0.2184881992181582,15.870319101583199
0.5507029299740782,18.329142192660203
0.9275387706924618,21.118219800975336
0.7034449044922566,19.459632382145273
0.6758407359127989,19.255325466077124
-0.13534979124652236,13.251455634947659
-0.28284265880666726,12.159815695620303
-0.3097403931362468,11.960737316053155
-1.0753821922611928,6.293987587952451
