DateTime,Pred_Normed,Pred_Final
2017-05-02 11:00:00,1.3529974047899633,27.813898200478327
2017-05-02 12:00:00,1.0953393842668409,25.12497779050141
2017-05-02 13:00:00,1.039547924289214,24.542737830993577
2017-05-02 14:00:00,1.6618501204981084,31.037086709255604
2017-05-02 15:00:00,1.2476504088833973,26.71449641648651
2017-05-02 16:00:00,0.7670075105847677,21.69850469023764
2017-05-02 17:00:00,0.6963809868084493,20.96144592962817
2017-05-02 18:00:00,0.45438773332865356,18.43600310802524
2017-05-02 19:00:00,0.3193105167362906,17.02633659005445
2017-05-02 20:00:00,0.8458731276678148,22.52154667041539
2017-05-02 21:00:00,0.4061299848023869,17.932384999462744
2017-05-02 22:00:00,0.7200651765334396,21.208614253812268
2017-05-02 23:00:00,0.3571368234236201,17.421092118638814
2017-05-03 00:00:00,-0.191614380640664,11.694321767721506
2017-05-03 01:00:00,-0.16192068026749123,12.004205375532575
2017-05-03 02:00:00,-0.13601705299107064,12.274535761268622
2017-05-03 03:00:00,-0.21333380326265494,11.4676577629969
2017-05-03 04:00:00,-0.6750759345925575,6.648914536768493
2017-05-03 05:00:00,-0.2836913908817467,10.733405621489288
2017-05-03 06:00:00,-0.5699879572592247,7.745613201615341
2017-05-03 07:00:00,-0.10368173436609734,12.61198731056357
2017-05-03 08:00:00,-0.12825717644182671,12.355517872323421
2017-05-03 09:00:00,-0.1580520258971833,12.044578672177279
2017-05-03 10:00:00,0.5658391128528589,19.599110270434824
2017-05-03 11:00:00,0.7046809657941548,21.048064552451287
2017-05-03 12:00:00,0.6528387871104269,20.507039312571994
2017-05-03 13:00:00,0.5175803542021048,19.095481620208048
2017-05-03 14:00:00,1.1534927495048177,25.731866605294602
2017-05-03 15:00:00,0.6532249921115683,20.511069749924168
2017-05-03 16:00:00,0.4602053552749884,18.496715840185757
2017-05-03 17:00:00,0.6632433408054159,20.615621287743405
2017-05-03 18:00:00,0.5865462106185941,19.815209647821277
2017-05-03 19:00:00,0.6088436451273946,20.04790578753045
2017-05-03 20:00:00,0.6307373177724866,20.276388266380582
2017-05-03 21:00:00,0.461873264168548,18.514122145864768
2017-05-03 22:00:00,0.29574319552671513,16.78038790629041
2017-05-03 23:00:00,0.32101945364889106,17.044171064348415
2017-05-04 00:00:00,0.24821229813441664,16.284355219851292
2017-05-04 01:00:00,-0.11018707799853142,12.544097511396245
2017-05-04 02:00:00,-0.4627252407007172,8.865007456054459
2017-05-04 03:00:00,-0.33755198819419713,10.171316154555738
2017-05-04 04:00:00,-0.5988696710072029,7.444203490346212
2017-05-04 05:00:00,-0.485559694863102,8.626706976514724
2017-05-04 06:00:00,-0.10260292009798516,12.623245821741339
2017-05-04 07:00:00,-0.49556919226720053,8.522247810800238
2017-05-04 08:00:00,0.3382820484583083,17.224323591399433
2017-05-04 09:00:00,-0.08063046830834206,12.852550440143865
2017-05-04 10:00:00,0.8276628204735563,22.331503812105854
2017-05-04 11:00:00,0.8653417965160909,22.72472179733333
2017-05-04 12:00:00,0.5289904340985548,19.214557271921667
2017-05-04 13:00:00,0.30967548551299345,16.925785355303486
2017-05-04 14:00:00,1.3377826006606266,27.65511642735862
2017-05-04 15:00:00,1.0283752124400014,24.42613935342574
2017-05-04 16:00:00,1.0154129903406972,24.290865537804912
2017-05-04 17:00:00,1.1076337106750143,25.253281443299553
2017-05-04 18:00:00,0.8301552044572195,22.357514344009985
2017-05-04 19:00:00,0.7570175966011586,21.594249897198782
2017-05-04 20:00:00,0.03313201225895143,14.039776264769596
2017-05-04 21:00:00,0.5579057983937991,19.516318160472863
2017-05-04 22:00:00,0.3127369938422402,16.957735271766836
2017-05-04 23:00:00,0.06471765303365276,14.36940417221396
2017-05-05 00:00:00,-0.18428034947601785,11.770859754181176
